Id_Vendas,Id_Cliente,Id_Produto,Quantidade,Data_Venda
8b2669dc-5de3-4866-a434-2c6e7d1c3195,ef7e55ce-bb9b-4566-b80e-558721fd154c,b418a145-3485-4ed5-a671-139aee64f31e,5,2024-01-06
f5093596-a2ea-49dc-bc72-7f7bfdb8f5b1,194e838b-a4a3-4379-a4a0-e1bb805efed3,ca35bccc-a52b-48f4-87ad-9fd0c4aaef43,1,2023-12-12
dce0a872-c229-42a0-b205-369b4280d9af,53653fdb-7340-4741-a960-141b78eeeeb8,bbe5338a-1e93-4b28-b7bb-cc755c24c06d,4,2023-08-26
70006fb7-6561-4c0d-baec-98ea846e7529,270747b8-a3f8-4daa-9b8b-d43a0a5873bd,dcab7aaa-65be-4ecc-a2de-e285f21a5c15,5,2023-09-04
d554c49a-8e92-4791-9ed2-29cfff83747a,466d6682-b0ca-4c14-853b-0bdc736618ad,4ca536bb-a50f-470c-81d5-12fa1765a7cd,1,2024-04-12
ecbf1986-fc3f-436c-a04d-2c88a179ad3a,231b1f77-2409-4e2e-b0e8-98d77b6d2aa7,6ffa0157-7b92-44d4-9ab9-d28556cb9949,5,2024-11-05
19ef0442-2589-4917-a748-48c241993258,fce440ed-d2b0-443b-b9f4-8a2ad47d58d6,94275b58-aeb4-4f41-9632-148a3eedde2f,1,2023-06-28
370da89b-cfbe-4751-8f71-9decc4a056d9,177077e5-de9d-40e5-8413-e63227794cab,3bd77558-3881-428f-abee-09b85e51de05,5,2023-09-25
44b39079-bd84-46a3-b0da-4b4bba1da933,1ecf38ad-8982-4f7b-b297-142a9fd2b44b,e0bc5925-cc88-4ab3-9899-b9fd4ec7dc25,1,2023-06-25
5d19160f-cae1-422d-a763-ff1fa0dc6f09,d5159d63-47b7-4cef-a818-ac559b470eed,b1e1cb22-ee10-4018-a76a-c88a74a452ff,4,2024-12-05
1507c85b-de4c-4493-8809-ea4e07aed921,96ec851e-6446-46fb-a482-ab387418f7fc,727a7de7-1d56-4771-871e-b934007fcbb8,4,2023-12-28
e4df1ced-67da-4157-a1a4-f4bdc9994b9f,3a7275fc-ab1e-4116-abcb-b67ca78a0def,6fc62ea5-04ff-4e49-b402-75f42ab4a970,2,2023-11-10
1230dc54-ffd6-40b6-b416-ce11699049ed,3a5c53ac-f75b-445f-a996-d236d55b432d,431ac380-0c58-4d3f-abef-bf3317e05b51,5,2023-03-03
4943d966-af39-413a-a2da-8e0e7b8397be,28a0ff2e-ff8a-4dea-938b-789b42740dac,9abe975b-5f25-4895-8d08-b64159de2649,4,2024-05-18
6b2712a2-67ca-4f88-b82f-c99edeca293f,dbab026d-d2d9-4d5a-a5a5-0228189a6b3d,b76b5796-424b-4f2c-a2ed-862b836b17be,3,2023-06-19
d3c4a13e-3eca-46c4-9681-56b892822348,5996e2f9-3ca9-467d-85b3-481714964457,5420b2b4-cbad-4ea8-b1c4-2deb00c85efd,4,2024-07-08
14004654-331e-486d-9e45-04a7c3ad22c6,46619de5-b647-4f21-aaec-09c5727c73c6,ba8c3f19-b8a2-4761-8228-556a9be27718,5,2024-02-11
3e2dd24b-4ba5-4991-aa39-7c8c5898e186,7fee6f3e-450d-4798-8ddb-0bc2d392f443,8c65fd1d-68cf-4f6c-a883-3f2ea9c1d7e9,2,2024-08-02
c55ef130-68cd-4286-a627-61c9b7908549,9b1907ac-aa95-4606-93f9-e1c33c448ba4,f2bec60a-0c4e-45cb-b8a3-48347848d536,1,2024-02-04
6c77a976-b561-4760-906d-aaee66f1531f,385493f6-d034-40cd-bba7-578412c15b49,e1befb20-cfd8-4ae0-87be-0f3dbc6a31ba,1,2023-12-11
8052d64a-9051-4eed-907a-b24f5912a1ba,ac33acc3-0e96-429f-b0a6-8a25f2896d04,cb7f8249-db9e-4eb1-9752-e14cc4923076,2,2024-11-30
a5cb179e-e104-419d-81cf-66164382338e,030eca91-8b59-43f8-8557-06cfbb7cf638,aecfa105-d0a1-42f4-89fc-f4f0b1629fae,4,2023-02-08
088b2e35-8b5b-4081-8e53-0a7328f7b8cd,368f3fa8-cea8-41e3-a83e-6dbefe48fa51,406149da-6c96-476e-971a-f90b1ce0c789,5,2023-03-20
9fc25588-f3aa-4d47-bc1d-43824c4766b3,0b8cebf7-2f93-47f1-930c-a8baf8408970,f2bec60a-0c4e-45cb-b8a3-48347848d536,1,2024-03-15
78bf4b6b-a500-493e-a2ff-72629f653221,e6bea151-032d-4bc1-be8f-5bc1de5ad4a7,6ee251c0-9545-4f13-90c2-4c614168b05e,4,2023-06-16
c98e1007-4cea-491b-8c64-10a1807a4417,989b3237-46cd-426c-bc7e-eea10dc73bf4,ae770b1d-2148-4c16-81f7-faa8a2f5e498,2,2023-08-01
f8e16f96-abd4-46dc-9909-80d0b8f3b822,e06ec7a9-b75e-4e7d-801a-171444fd2b28,b9d6a203-6865-4f24-b70b-37c93058ccc9,4,2024-05-25
ea5ca1de-3b56-4b87-a3f4-153a0a42c89c,da14008c-9257-4f62-8374-f83d869a261d,dcab7aaa-65be-4ecc-a2de-e285f21a5c15,1,2024-09-10
598d6271-b8e8-4c2f-8735-5b64b910423d,07143ac0-7dfd-424f-91d5-fbdce7fabee8,8caafa3b-19e7-4103-a50f-e6dc98b02758,2,2024-06-07
d9fecd12-9f25-4079-9899-b60da23de958,cc1c6b98-257a-4b1a-8626-06f35f6189d7,378e6519-361a-4ad1-8abf-0f199c0e6248,1,2024-07-10
b359d0be-4bab-4e19-a2e7-632ea6176279,0c3fa49e-8031-42bb-afa5-62e4116e24e3,ad1fea6a-78ee-4c4a-87cc-5adb8184c945,3,2024-04-08
b54a7cff-bac3-43e7-ac7c-0c067af987f6,10444c9a-1124-4280-8e42-d52d33f795af,69ad0167-e84a-42c4-b8b7-09cf701e9eec,5,2023-07-08
efb22574-cf72-4ba2-b083-a4a4a1b7f8be,b32250ed-62a3-44be-90af-de9ec18b81a4,43e56c9c-35ab-4273-aa83-e0d401aaf138,1,2023-03-07
b109d021-6139-4d8a-9653-233330d2513d,b4997915-326e-428f-b77e-7aea68bec7b6,8caafa3b-19e7-4103-a50f-e6dc98b02758,2,2023-12-07
ed876bbe-e373-439f-8d7e-4b8c94f5f9a7,6779944f-c028-438a-8d3f-fc2c832a5a8c,f28596f3-fae9-43a1-b996-0f48138383fd,3,2024-03-01
1a200975-c794-4dde-a6c0-6834e1940bb1,bf84eb3d-94b7-4c27-9806-9565ccf6198d,eb843a58-1837-414a-856c-12dc77a9c8f9,1,2023-08-19
e11bdd63-3c9e-46e6-99f2-5743538d16cf,f7e9744f-8adc-4627-a8e9-aae829672170,42239d13-274a-47de-aa48-b1f773b7e379,5,2023-08-14
f49fd397-d1ae-40ec-b928-25119754130d,16cf0af9-3e44-4175-a4b1-2bde628d1aa4,9deccd2c-52d8-4bd1-a8c8-29a62113c6d6,4,2024-01-21
17f9fb4a-7e3e-4b4a-8d88-b8061be8c160,fb3bb384-5487-49ee-838b-a42b0258e494,47a8cd31-06e5-419f-9285-cc60348d3c92,1,2023-06-25
d07fbcc2-5a3c-45fd-bd3d-9b872f1cb3bf,6aa026a6-7596-46f6-ae6e-473ed0970784,b77e8dad-7537-4b07-9385-91e22db36827,3,2023-06-20
a60eb40f-53c0-4534-8e31-81893ad1352f,bbed0782-6d5e-47ee-bd17-f8a9da0528ca,e96d941e-2c2d-410c-9480-886c366b7b21,4,2024-08-29
4e750ff6-ab91-4ada-9268-1c1e523320df,995745fa-f1d4-4ec8-b50f-de7538176439,55a5f34e-f9aa-4884-8256-3365056480d6,4,2023-03-08
0892ae7b-5ea0-475d-9c97-fdd036f84774,83767830-6cc5-4e91-8c2e-ea4db5803d28,406149da-6c96-476e-971a-f90b1ce0c789,1,2024-11-16
35f5cecc-c236-4b17-8650-fc2c02b43ff8,250da4f0-3e7c-44ab-99bb-35aa7ecbf447,d9889cbd-c61b-490b-8c5c-d357cebbc8bd,5,2024-06-06
a2a143bd-2dcb-410f-b9e3-712b0910e596,41e3681a-a222-4273-8890-40288cdeb84a,aecfa105-d0a1-42f4-89fc-f4f0b1629fae,5,2023-08-26
a19f9ff9-f6da-4ee4-9b1e-f5a26fa7fc20,612e43c0-3d02-41a1-af7a-176a4bf2096f,89005a72-21d5-4b43-afe7-c7503e92b293,1,2023-04-19
f79a4e93-67c6-401b-984b-20bf428054fd,dc780be3-ad1a-4e9a-ae71-fc17e0f03f79,04cbf147-b0f0-4d46-96df-cc0bf999321f,1,2024-01-31
ba1113da-7fef-4d08-ace9-e802c5380f53,05fdbc91-33cd-4df3-928f-32dc8c1fb02b,67c8f527-4cd5-49c8-b49d-cbdf38c8c31f,5,2024-05-14
c002593e-b22e-47d9-9500-097e443202e6,39e3e2a5-4956-470f-bf75-ebc33f15420b,ba8c3f19-b8a2-4761-8228-556a9be27718,3,2024-02-08
b620c1f5-e668-45df-9939-9bca91705ad9,a98f5ef1-f749-40ea-b77c-8c353c7103dd,a9c41b1f-ead0-4905-beed-8a18177350e7,2,2024-05-21
aa295474-a0c3-4fdc-8a3c-fd81cd9845bf,4514e210-5e7f-431e-80e0-c29adcf3a3c7,1be5c4b4-20a1-448a-aba7-f9bf45e7bae9,5,2025-01-09
3809504c-a840-475f-a113-8bd75a3a7519,888ce538-1fd4-4046-8023-835b3ee1fe3b,ec6ad5da-4f24-4b74-9e1c-b364177dfedb,4,2024-08-28
4a765e1b-5854-42a5-bfc1-ce14bc001528,687bf74a-0a6c-4d2b-909e-8dae00c007d2,bfcf83e2-3154-4783-ab91-f20ff9a0f2ad,3,2023-05-11
cc828e2c-94c4-457a-9ffb-9a8b7ba9aa92,03fec3eb-c330-4642-ab38-32f7a9a3de8a,ae770b1d-2148-4c16-81f7-faa8a2f5e498,5,2024-03-09
ce30a7f1-565d-4670-9124-1704422efcb5,301043d2-1bd3-4579-9e80-9a6d00fb38d3,bb1e92b9-6264-4b41-b9bc-3b7c9a5a9f29,2,2024-05-16
37af6986-fe69-431e-8890-d13701f6566d,464789b4-ce56-417b-8a6c-1b351675b020,eae25b2a-9555-41ee-aa2d-e6cae7f23b87,1,2023-11-13
792a03be-0ebd-4e75-8e6b-4d5f11fd17d5,6aa026a6-7596-46f6-ae6e-473ed0970784,689067e0-c017-43a7-989c-63938d5e94e3,2,2024-04-09
c579eff4-2c50-401e-a95f-10e7c8f9c83b,e1a21532-f543-4649-b015-0a77abb2b0e2,43e56c9c-35ab-4273-aa83-e0d401aaf138,3,2023-10-04
e6b8a6f8-33de-4bc7-b94b-4465ced3b9c1,b4e722b1-ac87-4ade-bf25-0391099b746d,0afcaed4-a624-487c-b2ab-d35184d27cb4,1,2024-12-14
b3f66896-cfd2-474f-b848-dc0e3ffee0ec,e8d44cb6-a1cc-4336-b45a-1640f0db965c,760c1e42-28c6-4848-9004-491ed07ad4bd,4,2024-06-02
442c3a3c-0c79-439f-991a-543622ed63c5,05d1efc6-94c7-4e24-a163-146c928a0121,51aa8973-1351-4ce8-acae-c3509f484a7e,5,2024-04-04
500883c4-8a8e-421e-8cf8-4b67ba113689,0874e9a4-f883-44db-9830-9727c1491309,811c3061-b78c-4209-bc94-75f361b3dab9,4,2023-10-23
188affcb-bfe8-4810-8e82-b163914e40eb,7c4ce53a-1d9b-49a5-8d7f-1f158ee985f0,b392da2c-df52-4aaa-9d23-a5373a11afc8,1,2024-03-26
5b9436b0-d8aa-4f6b-96e7-b59616efb643,9d1f42a4-b2d3-4bfa-b379-8ec31bd3d5a8,4b1133eb-f174-400d-9f3e-d4840ddc16aa,4,2024-07-16
1e5c526e-6035-4458-a32c-2597dc13969c,177077e5-de9d-40e5-8413-e63227794cab,2195fdc6-e4eb-4423-8ee7-0f969d21ddfa,2,2024-03-16
29114d1b-26b3-4185-a23e-5eab75c16a06,cb6ddc35-b513-4caf-bf67-c81fedba38ef,6e44a412-a6ba-4fca-aa19-47835ce24bf0,3,2024-09-22
50f8afcc-583e-46fd-8355-f5c40ff8d5c8,e39ccb44-d1ec-45be-ba83-42ec75335c39,ba8b3fb4-8a7f-4ea6-afdf-8c450e200b81,4,2023-10-14
69bb720b-d325-447f-b6d2-366051f67f03,00a8f2b7-8226-4fb4-9ac5-383033073cb5,2a954c5d-67f5-4f72-b376-7c4234213685,5,2024-05-22
7ce77def-286f-43fa-b48d-42fcdd70cc72,4f9884bd-7ae7-46a0-87b9-fcfeb60948e2,cb7f8249-db9e-4eb1-9752-e14cc4923076,2,2024-11-12
10ef8285-237c-48a2-b021-8bb382815a7a,368f3fa8-cea8-41e3-a83e-6dbefe48fa51,e8a33a7c-0ea7-448a-9c28-dd680393933b,2,2023-05-12
72b6e0f9-b583-4ef6-a718-66c19e193717,600582a3-c9da-44ba-8537-8f63bd6edf71,f0d1e437-0cec-4f8a-9731-75b1916cdad7,5,2024-09-14
461f0ded-12dc-451e-9116-7c445b1f23bc,36405fd8-6232-4373-8d59-326c918767d2,a4d12d58-858e-447f-827a-e019357cdd60,4,2024-09-15
712f2542-b1d9-4ca8-9ab1-788023acfc17,862d08f6-9d71-4f62-ac0c-12165a52adc5,dd1caf40-b042-47b0-b46d-0d2b67460c0c,5,2023-09-14
ffe52c48-1c4d-4d91-9683-5d733535c42d,83af75e4-8bf6-4366-997a-a2cf9b2c5ecd,afa03e3b-dfcf-4990-ac2b-e5d71f707ca5,2,2023-03-13
6302de55-fd7b-4020-8530-faddd180a038,17aa710c-d6ab-472e-a118-e7ef611a716e,aab484d0-35a1-47b8-b659-a3fc93b458f4,3,2024-11-25
ec61b875-7b8e-41ec-8f98-af572d9f7f30,6f08fbf5-45f5-453c-8af9-af2954aae0f7,d7e78676-5eb6-4e63-8562-47cf3416ca83,4,2023-10-27
fcb44f41-55d2-43e3-831f-7c356cf3b387,f559c068-b936-4988-982e-0ed545b517b7,fbc2f69c-e487-49f5-9ce3-3c8b83c7c26a,3,2024-11-27
4cda359a-bd4f-4d66-987a-8186fc807f9d,99fea66a-f7fb-4e8f-944a-e6dc6057923a,693e9668-2be9-40f3-8563-65c141a6b813,2,2023-07-16
365f82c0-27c4-4fcb-9d08-749c6bc012e8,411fee89-09e6-4d0d-bbe9-e6187f1e0b70,5c0c2993-4496-466e-8aee-3e8dd76ccca6,4,2024-05-29
aa349c39-227a-456a-97ed-a4b0dfb1ac57,771e72de-c8d1-463b-96bd-65b870af6663,5a64bb63-8309-49d9-9572-34d543f44a00,1,2023-03-08
e8692774-eb4b-43c6-9349-0a857d150c1a,0b1089de-69c9-4833-bec8-d38fc27ea00d,4cda2ad4-0954-4625-a800-811d9c3d8752,3,2024-04-17
28e13d6d-dcec-4560-9ff7-a8e8e105bdfd,8591ba7a-aa35-461e-8ae1-9e3f2a69d2ef,0e72d081-f3de-4f47-a323-ab9295cb2c87,5,2024-10-03
21742420-56be-4572-b672-f5958d9bb688,17e49e8e-3a40-4da5-ac4f-ac9dcf2d9296,60bfab60-769f-4ab1-b3ca-79283d4a425a,3,2023-04-26
6d8d29e0-2f2a-48bd-9c08-5d86d0e57eb1,3e306830-60f0-46a4-b76f-b3f5fd5e7f9b,319e2b9c-33a1-4206-ac04-464a6b5e9465,3,2023-07-04
4485ff96-c518-4225-b10e-3bf8cd3e13d8,ce484810-2ed5-460d-ad92-375d7fafaa8b,60205918-836a-438f-addd-4b8225f2a653,5,2023-07-21
b7a5a6b3-2033-4dfa-81ed-50b7f49f2999,ba20120f-69e5-479f-908a-6c894fdc5f92,32085c1f-a0cb-4c52-a1a5-89c200475d6e,5,2024-01-07
2fa791b0-bb44-46b1-9bcf-d1d15b61f69d,fd72f3a4-ed1a-4c05-82a7-b6c4b5d98612,ba8b3fb4-8a7f-4ea6-afdf-8c450e200b81,3,2024-09-18
642ebdc0-4ad0-4a99-bf6b-470dde0458bb,3074a87f-513e-44f2-9160-a3b48f75a011,d9889cbd-c61b-490b-8c5c-d357cebbc8bd,2,2024-09-25
537f61e6-001f-4896-a5c4-2d6df76192de,27fe3434-864a-4398-8cab-268d725aac05,8c65fd1d-68cf-4f6c-a883-3f2ea9c1d7e9,2,2024-10-31
f6a9bb38-b633-46ce-b882-1f809636ec4e,d9acaba1-e82e-4284-85a6-32c5ac715e8f,b392da2c-df52-4aaa-9d23-a5373a11afc8,1,2023-03-04
f47cd6ae-e065-49c7-8fb9-8902e9157552,c6357225-8600-4f54-b7d6-58a36f399817,4ef31ad1-2354-4d0b-9433-105fb9d92650,5,2023-04-25
0bf38a0b-fa20-4810-980c-d3c88d9e9b4b,23bc866a-df91-4223-a2ac-bd98d82ac037,f81fbbf3-0c36-42ac-8816-07b6381b18cf,3,2024-03-27
e2d9c716-8b2a-4515-b443-a0c35b86e5b9,b82ad87f-014b-4bd5-8546-3bb3828d711d,69b7d38c-32d9-4c39-8014-e49caf68e256,5,2024-01-25
378c25e7-e07e-4297-a778-aedc826febdd,b5d815ae-58ad-467b-aad6-26e026e9c0c0,ca41f64f-1369-4706-96f5-f73322872900,4,2024-10-16
3f40492b-e1a9-490e-ab7f-098693b2ff95,ce6cf949-ec36-46b0-a537-321582815a67,4b1133eb-f174-400d-9f3e-d4840ddc16aa,5,2024-08-08
cfbb3c12-bd82-40fa-a8e3-2b9a5863bc5e,d988d1e6-025a-41f2-a3c4-7d47d4b24839,d8810f61-5a2f-41ad-8a21-3b3d67655747,5,2024-01-21
d843574a-5561-4323-bf5e-0153725b953f,b360243a-74e2-4ba6-a5c8-593663e1f069,42239d13-274a-47de-aa48-b1f773b7e379,4,2023-09-01
9d0001f4-06fc-423b-b7c8-b938cdd57db4,3fe182e2-8a99-4537-a8f9-f258941af25a,ffb7447e-468b-44c4-98f8-1e6fe10f4e7e,1,2024-02-12
e5e8337c-8358-4052-bb9e-551c8f626e26,05fdbc91-33cd-4df3-928f-32dc8c1fb02b,af90f59f-4cea-470f-a666-b5f31092c32e,5,2024-09-16
d4e94105-ffaa-4111-a423-35a5ecfc7ddb,6ae3c11f-f507-4dd3-8598-74609c654f17,60bfab60-769f-4ab1-b3ca-79283d4a425a,5,2025-01-11
fe75eec1-a831-424f-9f3e-1e66889764c7,b2c8c11f-3549-41c7-b920-3f47f01d15bd,2ac4a9d5-41c7-4009-a91e-4e5308cce276,3,2024-10-29
c0299153-8a2f-4376-b6cc-517dfd7f2e21,190b8269-8c94-4e48-9a6f-775a5d987978,a9a66e45-a0f1-4f62-b91e-fecc9fe0b5be,3,2023-08-13
b3c2d1c3-7440-4ab0-bd79-b889e4d7c44c,76797b2b-27d5-4acd-8613-1531ef676195,53c22c81-6403-4eea-8f33-864a90dad080,2,2024-05-27
f3511c97-047d-4bae-8171-3a2715523134,adb65651-0676-4705-906f-b6babd4b1266,9ba91e37-c24b-4c93-aacd-62f631f424d2,1,2024-11-03
cffa0738-a7ec-42c3-8020-c2f548805809,2e755c49-86a7-44ca-a6b9-a4e9fd468510,48c77935-d7d6-4167-b5d9-d7a7a70928d5,4,2024-11-17
e767b9e2-ce00-4a8f-8206-d44d2022222f,440a2c14-e0e9-4b8a-abc5-12c0de91959e,cd1d0595-3b2c-4295-b577-df5b69ab8061,2,2024-02-29
5f019470-acfd-46cc-8a13-6af01e5e148c,610da8df-410e-4d38-8467-22d6a557eb6b,4ef31ad1-2354-4d0b-9433-105fb9d92650,5,2024-03-16
b5c9f4b4-c29a-4203-a5d9-66e15c6be7c9,9c2f7bd7-0a13-4dde-b008-a456fd06f17f,5420b2b4-cbad-4ea8-b1c4-2deb00c85efd,1,2023-02-12
80cb06c5-54d2-450e-92f0-b539283083bf,a4bd524d-942f-4e30-afde-f3cfd6ff10af,e3a8855c-eed5-4ced-9bf5-472e2cc60772,2,2023-12-14
bdad6f21-e8e0-4f46-a031-3754f3c33735,05fdbc91-33cd-4df3-928f-32dc8c1fb02b,b68837e2-a7a4-4eb3-8c64-d811a8728288,4,2023-04-11
359a9549-ef44-4f84-9d9f-d78a3d9ec88a,c6be5158-8d41-4216-8965-7c5f7606e147,99b1c4ff-2ff1-41d6-80ee-b0dd6d773191,1,2023-03-11
5a13cd95-844f-440e-9fd0-57e0a0158bce,72786a6b-be34-4784-8e0c-5f06f0adde69,b418a145-3485-4ed5-a671-139aee64f31e,1,2024-12-10
dd92dee5-d171-426a-81d3-336bd8d09b5b,ccd9e2a1-02e8-4b1e-b999-25f5a3ff2926,39013164-1303-4a6d-a6e8-8bb37c3367c9,5,2023-10-14
56699446-1362-4218-be7c-90d33c67bc42,9c2f7bd7-0a13-4dde-b008-a456fd06f17f,e8a33a7c-0ea7-448a-9c28-dd680393933b,3,2024-03-15
33a63f0b-7f5e-48ff-b763-5f862bb74670,190b8269-8c94-4e48-9a6f-775a5d987978,b9d6a203-6865-4f24-b70b-37c93058ccc9,5,2024-05-21
876708aa-1a41-4651-8f08-8de762afcc59,1e36046e-7193-4d13-92ba-b6562e28f79e,4ca536bb-a50f-470c-81d5-12fa1765a7cd,2,2024-08-13
2f575984-b741-4aeb-8472-5d0e9ebe48fb,a4bd524d-942f-4e30-afde-f3cfd6ff10af,69a57e7e-2fe3-4124-bc0b-a5011406efe5,3,2023-12-23
5c276a25-ab62-4477-bec9-fa3ce314eed2,ef449432-7530-44d7-b0dd-b5f4b377b90f,ba8c3f19-b8a2-4761-8228-556a9be27718,2,2023-02-20
00506890-d228-4511-abed-c11b62cb806f,fce440ed-d2b0-443b-b9f4-8a2ad47d58d6,f201fc2e-4939-447f-a60b-f110742173d3,5,2024-05-14
8b67fe8e-51dd-4d4c-be4e-fcf383ab6a73,a2f427c7-8556-4ac0-ab5e-840d389ff899,71eb8832-bc1e-43ab-82b5-d9443157a8fb,4,2024-03-21
4df5750d-9161-4c8f-b946-c1109082dd7b,95096a51-8f50-49fd-85c6-0b6b43068a17,d62b5595-6bab-41db-aca3-0a2917b18bc0,3,2023-11-19
039fe60b-5a99-4ac5-9949-79d0d944f754,3a7275fc-ab1e-4116-abcb-b67ca78a0def,e81bed18-adf6-498e-9fe7-0c973ce95068,2,2023-02-04
